brainrot,original_normal,training_normal,action,reason,source_file,source_dataset
"He talks with his mouth full, that gave me the ick.","He talks with his mouth full, that gave me the sudden romantic repulsion.","He talks with his mouth full, that gave me the sudden romantic repulsion.",keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
"He's been texting me nonstop, he's so thirsty.","He's been texting me nonstop, he's so stands for desperate, usually for attention.","He's been texting me nonstop, he's so stands for desperate, usually for attention.",keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
He's big mad because we beat his team last night.,He's extremely angry because we beat his team last night.,He's extremely angry because we beat his team last night.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
"He's got so much rizz, everyone likes him.","He's got so much natural charm and charisma, everyone likes him.","He's got so much natural charm and charisma, everyone likes him.",keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
He's just salty because he lost the game,He's just bitter and resentful because he lost the game.,He's just bitter and resentful because he lost the game.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
He's really woke about climate change.,He's really politically and socially aware about climate change.,He's really politically and socially aware about climate change.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
"He's so 1337 at coding, it's impressive!","He's so leet, meaning 'elite' at coding, it's impressive!","He's so leet, meaning 'elite' at coding, it's impressive!",keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
"He's so WOKE, always talking about social justice.","He's so politically and socially aware, always talking about social justice.","He's so politically and socially aware, always talking about social justice.",keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
Hello. I'm hiding behind this meme. 😅,I'm shy.,I'm shy.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
Help me escape this void of nothingness. Send suggestions! 🤷‍♀️,I'm bored.,I'm bored.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
Her makeup was snatched at the event.,Her makeup was looking absolutely flawless at the event.,Her makeup was looking absolutely flawless at the event.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
"Her outfit was so EXTRA, but I loved it!","Her outfit was so unnecessarily dramatic, but I loved it!","Her outfit was so unnecessarily dramatic, but I loved it!",keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
"Hey, I'm hella drained today and just wanna chill vibe.","Hey, I'm really tired today and just want to relax.","Hey, I'm really tired today and just want to relax.",keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
"Hey, I'm just vibing at home and binge-watching some stuff.","Hey, I'm just relaxing at home and watching some shows.","Hey, I'm just relaxing at home and watching some shows.",keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
"Hey, I'm just vibing at home and binging some Netflix.","Hey, I'm just chilling at home and watching some Netflix.","Hey, I'm just chilling at home and watching some Netflix.",keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
"Hey, I'm so exhausted today 'cause I didn't catch enough Z's last night.","Hey, I'm really tired today because I didn't sleep well last night.","Hey, I'm really tired today because I didn't sleep well last night.",keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
"Hey, I'm 체크in a coffee before hustle kicks in.",I'm going to grab a coffee before work.,I'm going to grab a coffee before work.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
His coding skills are so l33t.,"His coding skills are so leet, meaning 'elite'.","His coding skills are so leet, meaning 'elite'.",keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
"His comment was SAVAGE, but true.","His comment was boldly blunt, but true.","His comment was boldly blunt, but true.",keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
"Honestly, I'm sooo drained after a whole shift at work.",I'm just really tired from a long day at work.,I'm just really tired from a long day at work.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
"Honestly, I'm super drained today and just wanna chill at home.",I'm really tired today and just want to relax at home.,I'm really tired today and just want to relax at home.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
Hurry up! I haven't got all day! ⏱️,I'm impatient.,I'm impatient.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
Hurry up! ⏱️,I'm impatient.,I'm impatient.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
Hype levels are off the charts! Can't wait! 🥳,I'm excited.,I'm excited.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
I always tell the truth. 🗣️,I'm honest.,I'm honest.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
I appreciate the little things. 🥰,I'm thoughtful.,I'm thoughtful.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
I avoid danger. 🙅‍♀️,I'm risk-averse.,I'm risk-averse.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
I avoid risks. ⚠️,I'm careful.,I'm careful.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
I believe in myself! 💪,I'm confident.,I'm confident.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
I bounce back from setbacks! 🤸‍♀️,I'm resilient.,I'm resilient.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
I can adapt to change. 🤸‍♀️,I'm flexible.,I'm flexible.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
I can handle anything life throws my way. 💪,I'm adaptable.,I'm adaptable.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
I can talk for hours! 🗣️,I'm talkative.,I'm talkative.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
I can wait. 😌,I'm patient.,I'm patient.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
I can't carry a tune. 🎤,I'm unmusical.,I'm unmusical.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
I can't draw a stick figure. 😅,I'm unartistic.,I'm unartistic.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
I come up with new ideas! 💡,I'm innovative.,I'm innovative.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
I do my own thing! 😎,I'm independent.,I'm independent.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
I don't like change. 💔,I'm rigid.,I'm rigid.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
I don't like surprises. 🙅‍♀️,I'm inflexible.,I'm inflexible.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
I easily lose interest. 😟,I'm undedicated.,I'm undedicated.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
I embrace challenges! 💪,I'm risk-taking.,I'm risk-taking.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
I express myself through art and ideas! 🎨,I'm creative.,I'm creative.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
I express myself through art! 🎨,I'm artistic.,I'm artistic.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
I express myself through art. 🎨,I'm artistic.,I'm artistic.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
"I forgot my wallet at home, facepalm.","I forgot my wallet at home, embarrassment or frustration.","I forgot my wallet at home, embarrassment or frustration.",keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
I get results! 💯,I'm effective.,I'm effective.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
