input_text,target_text,task_type,source,quality_label,reason,raw_input,raw_target
me: unsolved puzzle missing half the pieces,I need to figure myself out,rejected,hf_parallel:shvn22k/brainrot-dataset,rejected,duplicate_exact_pair,me: unsolved puzzle missing half the pieces,I need to figure myself out
barely held together by memes and vibes,I'm trying to hold it together,rejected,hf_parallel:shvn22k/brainrot-dataset,rejected,duplicate_exact_pair,barely held together by memes and vibes,I'm trying to hold it together
insecurity on loop,I feel like I'm not enough,rejected,hf_parallel:shvn22k/brainrot-dataset,rejected,duplicate_exact_pair,insecurity on loop,I feel like I'm not enough
real emotions in this economy??,I want to feel something real,rejected,hf_parallel:shvn22k/brainrot-dataset,rejected,duplicate_exact_pair,real emotions in this economy??,I want to feel something real
therapist on speed dial but vibes still off,I just want to feel better,rejected,hf_parallel:shvn22k/brainrot-dataset,rejected,duplicate_exact_pair,therapist on speed dial but vibes still off,I just want to feel better
life turned into a group project again,I feel overwhelmed by everything,rejected,hf_parallel:shvn22k/brainrot-dataset,rejected,duplicate_exact_pair,life turned into a group project again,I feel overwhelmed by everything
character dev arc loading... slowly,I want to be stronger,rejected,hf_parallel:shvn22k/brainrot-dataset,rejected,duplicate_exact_pair,character dev arc loading... slowly,I want to be stronger
permanently running on fumes,I feel exhausted all the time,rejected,hf_parallel:shvn22k/brainrot-dataset,rejected,duplicate_exact_pair,permanently running on fumes,I feel exhausted all the time
existential reboot required,I want to feel human again,rejected,hf_parallel:shvn22k/brainrot-dataset,rejected,duplicate_exact_pair,existential reboot required,I want to feel human again
stuck in the loading screen of existence,I feel stuck in life,rejected,hf_parallel:shvn22k/brainrot-dataset,rejected,duplicate_exact_pair,stuck in the loading screen of existence,I feel stuck in life
rewind button where??,I wish I could go back,rejected,hf_parallel:shvn22k/brainrot-dataset,rejected,duplicate_exact_pair,rewind button where??,I wish I could go back
"too quiet, like my DMs and mental health",I hate how quiet it is,rejected,hf_parallel:shvn22k/brainrot-dataset,rejected,duplicate_exact_pair,"too quiet, like my DMs and mental health",I hate how quiet it is
emotionally buffering since 2019,I miss feeling excited,rejected,hf_parallel:shvn22k/brainrot-dataset,rejected,duplicate_exact_pair,emotionally buffering since 2019,I miss feeling excited
ctrl+z myself out of this timeline,I want to vanish,rejected,hf_parallel:shvn22k/brainrot-dataset,rejected,duplicate_exact_pair,ctrl+z myself out of this timeline,I want to vanish
communication.exe not responding,I don't want to talk,rejected,hf_parallel:shvn22k/brainrot-dataset,rejected,duplicate_exact_pair,communication.exe not responding,I don't want to talk
life on airplane mode,I feel like I'm just existing,rejected,hf_parallel:shvn22k/brainrot-dataset,rejected,duplicate_exact_pair,life on airplane mode,I feel like I'm just existing
need a vibe check from the universe,I want to feel alive,rejected,hf_parallel:shvn22k/brainrot-dataset,rejected,duplicate_exact_pair,need a vibe check from the universe,I want to feel alive
brain playing a 24/7 horror podcast,I'm stuck in my head,rejected,hf_parallel:shvn22k/brainrot-dataset,rejected,duplicate_exact_pair,brain playing a 24/7 horror podcast,I'm stuck in my head
talking to walls with better response times,I hate being ignored,rejected,hf_parallel:shvn22k/brainrot-dataset,rejected,duplicate_exact_pair,talking to walls with better response times,I hate being ignored
nihilism with glitter,I feel like nothing matters,rejected,hf_parallel:shvn22k/brainrot-dataset,rejected,duplicate_exact_pair,nihilism with glitter,I feel like nothing matters
throwback to when i was less cooked,I miss who I used to be,rejected,hf_parallel:shvn22k/brainrot-dataset,rejected,duplicate_exact_pair,throwback to when i was less cooked,I miss who I used to be
invisible but in HD,I wish people cared,rejected,hf_parallel:shvn22k/brainrot-dataset,rejected,duplicate_exact_pair,invisible but in HD,I wish people cared
vibe check failed. again.,I just want peace,rejected,hf_parallel:shvn22k/brainrot-dataset,rejected,duplicate_exact_pair,vibe check failed. again.,I just want peace
infinite fatigue mode,I'm tired of being tired,rejected,hf_parallel:shvn22k/brainrot-dataset,rejected,duplicate_exact_pair,infinite fatigue mode,I'm tired of being tired
certified background character,I don't belong anywhere,rejected,hf_parallel:shvn22k/brainrot-dataset,rejected,duplicate_exact_pair,certified background character,I don't belong anywhere
thoughts doing CrossFit,I keep overthinking,rejected,hf_parallel:shvn22k/brainrot-dataset,rejected,duplicate_exact_pair,thoughts doing CrossFit,I keep overthinking
identity under construction,I'm scared of being myself,rejected,hf_parallel:shvn22k/brainrot-dataset,rejected,duplicate_exact_pair,identity under construction,I'm scared of being myself
"not everyone's cup of tea, not even water",I'm tired of being judged,rejected,hf_parallel:shvn22k/brainrot-dataset,rejected,duplicate_exact_pair,"not everyone's cup of tea, not even water",I'm tired of being judged
mentally 404,I can't handle this,rejected,hf_parallel:shvn22k/brainrot-dataset,rejected,duplicate_exact_pair,mentally 404,I can't handle this
romance DLC not unlocked,I feel unlovable,rejected,hf_parallel:shvn22k/brainrot-dataset,rejected,duplicate_exact_pair,romance DLC not unlocked,I feel unlovable
pain turned permanent resident,I want to stop hurting,rejected,hf_parallel:shvn22k/brainrot-dataset,rejected,duplicate_exact_pair,pain turned permanent resident,I want to stop hurting
alt+F4 on self,I wish I wasn't me,rejected,hf_parallel:shvn22k/brainrot-dataset,rejected,duplicate_exact_pair,alt+F4 on self,I wish I wasn't me
giving up but aesthetically,I'm tired of trying,rejected,hf_parallel:shvn22k/brainrot-dataset,rejected,duplicate_exact_pair,giving up but aesthetically,I'm tired of trying
vanishing act pending,I want to disappear,rejected,hf_parallel:shvn22k/brainrot-dataset,rejected,duplicate_exact_pair,vanishing act pending,I want to disappear
social skills expired,I can't handle people,rejected,hf_parallel:shvn22k/brainrot-dataset,rejected,duplicate_exact_pair,social skills expired,I can't handle people
value = null,I feel like I'm not worth it,rejected,hf_parallel:shvn22k/brainrot-dataset,rejected,duplicate_exact_pair,value = null,I feel like I'm not worth it
door to Narnia when??,I just want to escape,rejected,hf_parallel:shvn22k/brainrot-dataset,rejected,duplicate_exact_pair,door to Narnia when??,I just want to escape
identity crisis: season 4,I'm tired of being me,rejected,hf_parallel:shvn22k/brainrot-dataset,rejected,duplicate_exact_pair,identity crisis: season 4,I'm tired of being me
factory reset but emotionally,I wish I could reset,rejected,hf_parallel:shvn22k/brainrot-dataset,rejected,duplicate_exact_pair,factory reset but emotionally,I wish I could reset
people proximity warning,I hate being around people,rejected,hf_parallel:shvn22k/brainrot-dataset,rejected,duplicate_exact_pair,people proximity warning,I hate being around people
present but barely,I feel like a shadow,rejected,hf_parallel:shvn22k/brainrot-dataset,rejected,duplicate_exact_pair,present but barely,I feel like a shadow
tears buffering,I want to cry but can't,rejected,hf_parallel:shvn22k/brainrot-dataset,rejected,duplicate_exact_pair,tears buffering,I want to cry but can't
emotionally low-res,I'm numb,rejected,hf_parallel:shvn22k/brainrot-dataset,rejected,duplicate_exact_pair,emotionally low-res,I'm numb
uninstalling brain pls wait,I hate feeling this way,rejected,hf_parallel:shvn22k/brainrot-dataset,rejected,duplicate_exact_pair,uninstalling brain pls wait,I hate feeling this way
flatlining feelings,I want to feel something,rejected,hf_parallel:shvn22k/brainrot-dataset,rejected,duplicate_exact_pair,flatlining feelings,I want to feel something
game over vibes,I can't do this anymore,rejected,hf_parallel:shvn22k/brainrot-dataset,rejected,duplicate_exact_pair,game over vibes,I can't do this anymore
independent but deeply codependent,I hate needing people,rejected,hf_parallel:shvn22k/brainrot-dataset,rejected,duplicate_exact_pair,independent but deeply codependent,I hate needing people
silent mode: activated permanently,I feel like screaming but nothing comes out,rejected,hf_parallel:shvn22k/brainrot-dataset,rejected,duplicate_exact_pair,silent mode: activated permanently,I feel like screaming but nothing comes out
reality jumpscaring me daily,I'm scared to live,rejected,hf_parallel:shvn22k/brainrot-dataset,rejected,duplicate_exact_pair,reality jumpscaring me daily,I'm scared to live
normal? like those NPCs?,I want to feel normal,rejected,hf_parallel:shvn22k/brainrot-dataset,rejected,duplicate_exact_pair,normal? like those NPCs?,I want to feel normal
serotonin in witness protection,I wish I was happier,rejected,hf_parallel:shvn22k/brainrot-dataset,rejected,duplicate_exact_pair,serotonin in witness protection,I wish I was happier
brb dropping the act,I'm done being strong,rejected,hf_parallel:shvn22k/brainrot-dataset,rejected,duplicate_exact_pair,brb dropping the act,I'm done being strong
haunting my own narrative,I feel like a ghost in my own life,rejected,hf_parallel:shvn22k/brainrot-dataset,rejected,duplicate_exact_pair,haunting my own narrative,I feel like a ghost in my own life
help me but don't look at me,I'm scared to ask for help,rejected,hf_parallel:shvn22k/brainrot-dataset,rejected,duplicate_exact_pair,help me but don't look at me,I'm scared to ask for help
faith.exe missing,I want to believe in something,rejected,hf_parallel:shvn22k/brainrot-dataset,rejected,duplicate_exact_pair,faith.exe missing,I want to believe in something
normalcy not found,I wish I felt okay,rejected,hf_parallel:shvn22k/brainrot-dataset,rejected,duplicate_exact_pair,normalcy not found,I wish I felt okay
simulation lagging again,I don't feel real,rejected,hf_parallel:shvn22k/brainrot-dataset,rejected,duplicate_exact_pair,simulation lagging again,I don't feel real
404: sanity not found,I'm not okay,rejected,hf_parallel:shvn22k/brainrot-dataset,rejected,duplicate_exact_pair,404: sanity not found,I'm not okay
microdosing existence,I feel so small,rejected,hf_parallel:shvn22k/brainrot-dataset,rejected,duplicate_exact_pair,microdosing existence,I feel so small
ctrl+alt+delete everything,I want a new life,rejected,hf_parallel:shvn22k/brainrot-dataset,rejected,duplicate_exact_pair,ctrl+alt+delete everything,I want a new life
cowardice is the main character rn,I wish I was brave,rejected,hf_parallel:shvn22k/brainrot-dataset,rejected,duplicate_exact_pair,cowardice is the main character rn,I wish I was brave
autotune my trauma,I hate my voice,rejected,hf_parallel:shvn22k/brainrot-dataset,rejected,duplicate_exact_pair,autotune my trauma,I hate my voice
vacancy sign permanently on,I feel so empty,rejected,hf_parallel:shvn22k/brainrot-dataset,rejected,duplicate_exact_pair,vacancy sign permanently on,I feel so empty
emotional bluetooth not connecting,I need to feel something,rejected,hf_parallel:shvn22k/brainrot-dataset,rejected,duplicate_exact_pair,emotional bluetooth not connecting,I need to feel something
existential limbo ft. static,I miss having purpose,rejected,hf_parallel:shvn22k/brainrot-dataset,rejected,duplicate_exact_pair,existential limbo ft. static,I miss having purpose
mood: expired,I hate feeling this way,rejected,hf_parallel:shvn22k/brainrot-dataset,rejected,duplicate_exact_pair,mood: expired,I hate feeling this way
NPC energy too strong,I wish I had friends,rejected,hf_parallel:shvn22k/brainrot-dataset,rejected,duplicate_exact_pair,NPC energy too strong,I wish I had friends
mentally living in a Studio Ghibli scene,I want to go far away,rejected,hf_parallel:shvn22k/brainrot-dataset,rejected,duplicate_exact_pair,mentally living in a Studio Ghibli scene,I want to go far away
solitude with boss music,I'm scared of being alone,rejected,hf_parallel:shvn22k/brainrot-dataset,rejected,duplicate_exact_pair,solitude with boss music,I'm scared of being alone
